TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Onions | Antique botanical print | Kitchen wall art | Gardening and seed poster | Vintage home decor | AB16","This vintage illustration has been digitally enhanced and printed using high quality inks on heavyweight enhanced matt art paper. A fantastic gift or a fabulous addition to your home!
 
---

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Please choose between the sizes available, though if you have a specific size requirement, get in touch – we're always happy to help Prints have a white border around the edges to allow for easy framing.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,2,"Botanical_art,Photograph,Vintage,Art_poster,Kitchen_wall_art,Vegetables_print,Home_decor,Kitchen_print,Antique_botanical,Gardening_print,Gardening_wall_art,Cooking,Onions",,https://i.etsystatic.com/12853550/r/il/be0cf5/2343653379/il_fullxfull.2343653379_koa1.jpg,https://i.etsystatic.com/12853550/r/il/f78d98/2296043706/il_fullxfull.2296043706_7v53.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Melons and Squashes | Antique botanical print | Kitchen wall art | Poster | Vintage home decor | AB19","This vintage illustration has been digitally enhanced and printed using high quality inks on heavyweight enhanced matt art paper. A fantastic gift or a fabulous addition to your home!
 
---

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Please choose between the sizes available, though if you have a specific size requirement, get in touch – we're always happy to help Prints have a white border around the edges to allow for easy framing.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,2,"Botanical_art,Photograph,Vintage,Art_poster,Kitchen_wall_art,Vegetables_print,Home_decor,Kitchen_print,Antique_botanical,Gardening_print,Gardening_wall_art,Melons,Cooking",,https://i.etsystatic.com/12853550/r/il/db4c42/2296039188/il_fullxfull.2296039188_568t.jpg,https://i.etsystatic.com/12853550/r/il/6da2cb/2343648439/il_fullxfull.2343648439_gopi.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Pecan Nuts | Vintage print | Botanical wall art, room decor, vintage print, watercolour | High quality print","Pecan nuts botanical watercolour print. This image is from a series of scientific studies detailing new species of fruit and nuts introduced to the USA during the late 19th and early 20th centuries.

---

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,49,"Poster,Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Vintage,Plant,Watercolour,Vintage_print,Pecan,Nuts",,https://i.etsystatic.com/12853550/r/il/4c40ad/2343621099/il_fullxfull.2343621099_q6kz.jpg,https://i.etsystatic.com/12853550/r/il/257425/2343621659/il_fullxfull.2343621659_3xct.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Coleus leaves (Plectranthus ) | vintage botanical art print","Coleus (Plectranthus ) illustration by Benjamin Fawcett, a renowned woodblock printer considered to be one of the finest in the 19th century.
---

## Top quality

* Carefully curated reproduction of a classic piece of vintage botanical art.
* Digitally enhanced for superb colours and detail.
* Printed on heavyweight museum-grade paper and archival inks.

## Satisfaction guaranteed

We want you to be really happy with your prints, so if there’s a problem with a piece in any way, we’ll exchange it, replace it or refund your money. See our orders and returns info for more details. 

## Print size and customisation

Available in a range of sizes, this print has a border around the edges for easy framing. Please do get in touch if you’d like your print to be borderless or in a different size – we’re always happy to help.

## Packaging and shipping

We carefully ship your artwork flat in a cello sleeve and board-backed envelope and use global tracked and signed shipping as standard, so that you can be confident your prints will arrive safely.",9.99,GBP,1,"Botanical_Print,Leaf,Leaves,Vintage_botanical,Nature,Botanical,Garden,Leaf_print,Kitchen_print,Vintage_wall_art,Gift_print,Gardening,Outdoors",,https://i.etsystatic.com/12853550/r/il/d7d994/2296147798/il_fullxfull.2296147798_3e55.jpg,,,,,,,,,,Size,Size,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Grand Canyon National Park | Vintage travel poster","A classic 1930s American travel poster design. This is a carefully restored version of a poster commissioned by the WPA Federal Art Project, a scheme by the US Government to fund the visual arts from 1935-1943.

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

View our full range of art prints and downloadables:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---",10.6,GBP,50,"Grand_Canyon,National_Park,America,Travel,Poster,Nature,Landscape,Wall_art,1930s,WPA_poster,Print,High_quality_print,WPA",,https://i.etsystatic.com/12853550/r/il/729bdc/2226312725/il_fullxfull.2226312725_7c1l.jpg,,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Yellowstone National Park | Vintage travel poster print","Yellowstone National Park – a classic 1930s American travel poster design. 

This is a carefully restored print of a poster commissioned by the WPA Federal Art Project, a scheme by the US Government to fund the visual arts from 1935-1943.

By purchasing this print, you can own a piece of American art history!

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

Or view our full range of art prints and downloadables:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Yellowstone National Park |  Vintage wall art, vintage poster, classic travel poster | Wall art, room decor | High quality print",10.6,GBP,50,"Yellowstone_Park,America,National_Park,Travel,Wall_art,Room_decor,1930s,Poster,Vintage,Vintage_poster,Outdoors,High_quality_print,WPA",,https://i.etsystatic.com/12853550/r/il/8e1dd7/2226319933/il_fullxfull.2226319933_mv3v.jpg,https://i.etsystatic.com/12853550/r/il/ae81e2/1012732727/il_fullxfull.1012732727_2u7p.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Rain is Bad for a Book | Retro and vintage poster print for book lovers","A classic 1930s American poster design for book lovers everywhere. 

This is a carefully restored version of a poster commissioned by the WPA Federal Art Project, a scheme by the US Government to fund the visual arts from 1935-1943.

By purchasing this print you can own a piece of American art history!

---

Prints are available in a variety of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We print your artwork on archival quality watercolour paper, giving you superb colour reproduction and clarity. With care, your print will look fantastic for many years!

Your prints will be carefully packed in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor setting, and the frame shown is for illustrative purposes only.

---

View our full range of art prints and downloadables:
https://www.etsy.com/shop/TheDoveAndTheSeagull",10.6,GBP,50,"Poster,Blue,Funny,Art_print,Decor,Wall_art,American,Americana,1930s,Book,Rain,WPA_Poster,WPA",,https://i.etsystatic.com/12853550/r/il/ab72a7/2226308339/il_fullxfull.2226308339_g6tc.jpg,,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"October's Bright Blue Weather | Vintage poster print for book lovers","A fantastic vintage 1930s American poster design. Perfect for book lovers! 

This is a carefully restored version of a poster commissioned by the WPA Federal Art Project, a scheme by the US Government to fund the visual arts from 1935-1943.

By purchasing this print, you can own a piece of American art history!

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Books,October,Halloween,Reading,American,United_States,USA,Funny,Wall_art,Room_decor,1930s,Vintage,WPA",,https://i.etsystatic.com/12853550/r/il/04fc75/2226326619/il_fullxfull.2226326619_o1m1.jpg,https://i.etsystatic.com/12853550/r/il/1948dd/1012719247/il_fullxfull.1012719247_c9dw.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Once Upon a Time | Red Riding Hood fairytale vintage art poster print","A fantastic 1930s American Little Red Riding Hood fairytale poster. 

This is a carefully restored version of a poster commissioned by the WPA Federal Art Project, a scheme by the US Government to fund the visual arts from 1935-1943.

By purchasing this high quality print you can own a piece of American art history!

Take a look at the other prints we have available:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,50,"Fairytale,Red_Riding_Hood,Wolf,Once_Upon_a_Time,Poster,American,Wall_art,Red,Story,Room_decor,Vintage_poster,High_quality_print,WPA",,https://i.etsystatic.com/12853550/r/il/8c736a/2178755332/il_fullxfull.2178755332_5jcs.jpg,https://i.etsystatic.com/12853550/r/il/18ac99/966164892/il_fullxfull.966164892_mh3q.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Fort Marion Florida | National park vintage travel poster print","See America - Fort Marion, Florida. A classic 1930s American travel poster design. 

This is a carefully restored print of a poster commissioned by the WPA Federal Art Project, a scheme by the US Government to fund the visual arts from 1935-1943.

By purchasing this high quality print, you can own a piece of American art history!

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

Or view our full range of art prints and downloadables:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Fort Marion, Florida | Vintage wall art, vintage poster, colourful American travel poster | Wall art, room decor | High quality print",10.6,GBP,50,"Fort_Marion,Florida,United_States,America,USA,Travel,Landscape,Historical,1930s,Wall_art,Room_decor,Vintage_print,WPA",,https://i.etsystatic.com/12853550/r/il/62831f/2226322157/il_fullxfull.2226322157_kzvs.jpg,https://i.etsystatic.com/12853550/r/il/16db4d/1013172765/il_fullxfull.1013172765_hw47.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"See America | Vintage travel poster print","A classic 1930s American travel poster design. This is a carefully restored print of a poster commissioned by the WPA Federal Art Project, a scheme by the US Government to fund the visual arts from 1935-1943.

By purchasing this print, you can own a piece of American art history!

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

View our full range of art prints:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

See America Travel Poster | Vintage wall art, vintage poster, colourful classic travel poster | Wall art, room decor | High quality print",10.6,GBP,50,"Travel,America,Blue,Decor,Wall_art,United_States,1930s,Retro,Vintage_poster,Vintage_print,High_quality_print,See_America,WPA",,https://i.etsystatic.com/12853550/r/il/6ee571/2226314673/il_fullxfull.2226314673_g9qv.jpg,https://i.etsystatic.com/12853550/r/il/9ae804/966190048/il_fullxfull.966190048_qxsr.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"See America - Welcome to Montana | Vintage travel poster print","See America - Montana. A classic retro 1930s American travel poster design. 

This is a carefully restored print of a poster commissioned by the WPA Federal Art Project, a scheme by the US Government to fund the visual arts from 1935-1943.

By purchasing this fantastic print, you can own a piece of American art history!

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

Or view our full range of art prints and downloadables:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---

See America - Welcome to Montana | Vintage print, vintage poster, American travel poster | Wall art, room decor | High quality print",10.6,GBP,50,"Montana,Nature,America,United_States,Travel,Printable_wall_decor,Wall_art,1930s,Landscape,Vintage_poster,Art_print,High_quality_print,WPA",,https://i.etsystatic.com/12853550/r/il/ddb16d/2178760504/il_fullxfull.2178760504_eabg.jpg,https://i.etsystatic.com/12853550/r/il/813173/966227616/il_fullxfull.966227616_3ews.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"National Parks Preserve Wild Life | Vintage nature and travel poster print","A classic 1930s American travel poster design. This is a carefully restored version of a poster commissioned by the WPA Federal Art Project, a scheme by the US Government to fund the visual arts from 1935-1943.

By purchasing this vintage print design, you can own a piece of American art history!

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

View our full range of art prints and downloadables:
https://www.etsy.com/shop/TheDoveAndTheSeagull",10.6,GBP,50,"National_Parks,Wildlife,Nature,America,USA,1930s,Travel,Wall_art,Retro,Vintage,Vintage_poster,Poster_print,WPA",,https://i.etsystatic.com/12853550/r/il/49b872/2178762038/il_fullxfull.2178762038_2ife.jpg,https://i.etsystatic.com/12853550/r/il/23a461/1012726397/il_fullxfull.1012726397_7ufc.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Don't Gum Up a Book | Vintage poster print for book lovers","A vintage 1930s American poster design for book lovers everywhere. 

This is a carefully restored version of a poster commissioned by the WPA Federal Art Project, a scheme by the US Government to fund the visual arts from 1935-1943.

By purchasing this print, you can own a piece of American art history!

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

View our full range of art prints and downloadables:
https://www.etsy.com/shop/TheDoveAndTheSeagull

---",10.6,GBP,50,"Wall_art,Poster,Retro,Red,Book,WPA,Funny,Art_print,American,Decor,Download,High_quality_print",,https://i.etsystatic.com/12853550/r/il/923ae1/2178747912/il_fullxfull.2178747912_cq72.jpg,,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Butterflies and Moths – Plate 2 | Vintage botanical prints, insect, botany, wall art, room decor, retro print, watercolour","This is a new giclee print of butterflies adapted from an vintage botanical book. These fantastic prints would liven up any kitchen or other room in your house. 

---

Take a look at the other prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

Botanical butterfly poster 2 | Nature prints, insect, botany, wall art, room decor, vintage print, watercolour | High quality giclee print",10.6,GBP,48,"Poster,Poster_print,Giclee_print,Wall_art,Vintage,Watercolour,Nature,Botanical_art,Wildlife,Nature_print,Butterfly_print,Butterfly_art",,https://i.etsystatic.com/12853550/r/il/3fd808/2295649844/il_fullxfull.2295649844_sbse.jpg,https://i.etsystatic.com/12853550/r/il/a8deab/2295649840/il_fullxfull.2295649840_lyn2.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Cabbages | Kitchen vegetables antique botanical print | Cooking wall art | Poster | Vintage kitchen home decor | AB01","Kitchen vegetables antique botanical print | Cabbage | Cooking wall art | Poster | Vintage kitchen home decor | AB01

This vintage illustration has been digitally enhanced and printed using high quality inks on heavyweight enhanced matt art paper. A fantastic gift or a fabulous addition to your home!
 
---

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Please choose between the sizes available, though if you have a specific size requirement, get in touch – we're always happy to help Prints have a white border around the edges to allow for easy framing.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,1,"Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Vintage,Kitchen_print,Kitchen_wall_art,Antique_vintage,Vegetables_art,Vegetables_print,Home_decor,Art_poster",,https://i.etsystatic.com/12853550/r/il/0108ca/2343643645/il_fullxfull.2343643645_4ma4.jpg,https://i.etsystatic.com/12853550/r/il/2566a2/2296034490/il_fullxfull.2296034490_apvf.jpg,https://i.etsystatic.com/12853550/r/il/c5efeb/1749175744/il_fullxfull.1749175744_9d5u.jpg,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Root Vegetables and Beetroots | Kitchen vegetables antique botanical print | Cooking wall art | Poster | Vintage kitchen home decor | AB10","Kitchen vegetables antique botanical print | Root vegetables and beetroots | Cooking wall art | Poster | Vintage kitchen home decor | AB10

This vintage illustration has been digitally enhanced and printed using high quality inks on heavyweight enhanced matt art paper. A fantastic gift or a fabulous addition to your home!
 
---

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Please choose between the sizes available, though if you have a specific size requirement, get in touch – we're always happy to help Prints have a white border around the edges to allow for easy framing.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,1,"Botanical_art,Wall_art,Photograph,Vintage,Art_poster,Kitchen_wall_art,Vegetables_print,Vegetables_poster,Home_decor,Kitchen_print,Antique_botanical,Gardening_print,Gardening_wall_art",,https://i.etsystatic.com/12853550/r/il/bf5e50/2343644673/il_fullxfull.2343644673_plkw.jpg,https://i.etsystatic.com/12853550/r/il/803423/2296035450/il_fullxfull.2296035450_e6i9.jpg,https://i.etsystatic.com/12853550/r/il/242098/1796652711/il_fullxfull.1796652711_sfnm.jpg,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Heritage Carrots | Kitchen vegetables antique botanical print | Cooking wall art | Poster | Vintage kitchen home decor | AB04","Kitchen vegetables antique botanical print | Heritage carrots | Cooking wall art | Poster | Vintage kitchen home decor | AB04

This vintage illustration has been digitally enhanced and printed using high quality inks on heavyweight enhanced matt art paper. A fantastic gift or a fabulous addition to your home!
 
---

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Please choose between the sizes available, though if you have a specific size requirement, get in touch – we're always happy to help Prints have a white border around the edges to allow for easy framing.

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,1,"Poster,Botanical,Botanical_art,Wall_art,Photograph,Vintage,Art_poster,Kitchen_wall_art,Vegetables_print,Vegetables_poster,Home_decor,Kitchen_print,Antique_botanical",,https://i.etsystatic.com/12853550/r/il/ec449a/2296034842/il_fullxfull.2296034842_fu75.jpg,https://i.etsystatic.com/12853550/r/il/98d1b1/2343644371/il_fullxfull.2343644371_kfiw.jpg,https://i.etsystatic.com/12853550/r/il/5f1bf0/1749192820/il_fullxfull.1749192820_3r86.jpg,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Indian Balsam - Plate 19 | Urformen der Kunst | Karl Blossfeldt | Botanical print, wall art, room decor, black & white, sepia, vintage","Impatiens glanduligera. Hardy Indian Balsam. Stem with ramifications: natural size.

This is a print of plate 19 from Karl Blossfeldt's groundbreaking work 'Urformen der Kunst', first published in 1928. An English edition was published in 1929 as 'Art Forms in Nature'. The complete work contains 120 rotary gravure plates, prefaced with an introductory text and list of subjects.

Karl Blossfeldt was a German teacher, sculptor and photographer celebrated by early modernists and the Surrealists for his pioneering close-up photography of plants and flora. Using a homemade camera and lens, he was able to magnify a subject 30 times, capturing the fine detail of his specimens.

The philosopher Walter Benjamin declared that Blossfeld ""has played his part in that great examination of the inventory of perception, which will have an unforeseeable effect on our conception of the world"". 

### Printing

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

### Shipping and delivery

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.

---

View the other prints in this collection: https://www.etsy.com/uk/shop/TheDoveAndTheSeagull?ref=hdr_shop_menu§ion_id=19118759

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull",10.6,GBP,48,"Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Photograph,Vintage,Black_and_white,Sepia,Minimal,Fern,High_quality_print,Urformen_der_Kunst",,https://i.etsystatic.com/12853550/r/il/cc988e/2344261455/il_fullxfull.2344261455_b6gy.jpg,https://i.etsystatic.com/12853550/r/il/aaab3b/1047293756/il_fullxfull.1047293756_8gsq.jpg,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
"Delphinium Larkspur – Plate 45 | Art Forms in Nature by Karl Blossfeldt | Botanical, wall art, room decor, black & white, sepia, print","Delphinium. Larkspur. Leaves enlarged six times. Plate 45.

This is a high-quality print from Karl Blossfeldt's groundbreaking work 'Urformen der Kunst' first published in 1928. A 1929 English edition was published as 'Art Forms in Nature'. The complete work contains 120 rotary gravure plates, prefaced with an introductory text and list of subjects.

Karl Blossfeldt was a German teacher, sculptor and photographer celebrated by early modernists and the Surrealists for his pioneering close-up photography of plants and flora. Using a homemade camera and lens, he was able to magnify a subject 30 times, capturing the fine detail of his specimens.

The philosopher Walter Benjamin declared that Blossfeld 'has played his part in that great examination of the inventory of perception, which will have an unforeseeable effect on our conception of the world’. 

---

View the other prints in this collection: https://www.etsy.com/uk/shop/TheDoveAndTheSeagull?ref=hdr_shop_menu§ion_id=19118759

Explore the many other great prints we have available: https://www.etsy.com/shop/TheDoveAndTheSeagull

---

Prints are available in a range of sizes, with a white border around the edges to allow for easy framing. If you have a specific size requirement, get in touch – we're always happy to help.

We use 200gsm enhanced matt art paper, an extremely high quality paper with a lovely texture, which looks fantastic and brings out the best in your artwork. With care, your print will look fantastic for many years!

When posting, we'll carefully pack your prints in a mailing tube or stiff envelope to keep them safe, and we aim have them on their way to you within 3-7 days of receiving your payment.

Please note that the actual item colours shown may be different from the photos above due to different monitor settings, and the frame shown is for illustrative purposes only.",10.6,GBP,48,"Poster_print,Botanical,Botanical_art,Wall_art,Botanical_poster,Photograph,Vintage,Leaf,Black_and_white,Sepia,Minimal,High_quality_print,Urformen_der_Kunst",,https://i.etsystatic.com/12853550/r/il/78d964/2296650354/il_fullxfull.2296650354_cslv.jpg,,,,,,,,,,Dimensions,Dimensions,"5x7,A5 - 5.8x8.3,8x10,A4 - 8.3x11.7,11x14,A3 - 11.7x16.5",,,,
